	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	43	0.796296296296296	0	0
2	162	108	0.666666666666667	45	0.833333333333333	0	0
3	162	108	0.666666666666667	44	0.814814814814815	0	0
4	162	108	0.666666666666667	42	0.777777777777778	0	0
5	162	108	0.666666666666667	43	0.796296296296296	0	0
6	162	108	0.666666666666667	40	0.740740740740741	0	0
7	162	108	0.666666666666667	49	0.907407407407407	0	0
8	162	108	0.666666666666667	43	0.796296296296296	0	0
9	162	108	0.666666666666667	45	0.833333333333333	0	0
10	162	108	0.666666666666667	46	0.851851851851852	0	0
