	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	23	0.425925925925926	0	0
2	162	108	0.666666666666667	19	0.351851851851852	0	0
3	162	108	0.666666666666667	19	0.351851851851852	0	0
4	162	108	0.666666666666667	26	0.481481481481481	0	0
5	162	108	0.666666666666667	24	0.444444444444444	0	0
6	162	108	0.666666666666667	20	0.37037037037037	0	0
7	162	108	0.666666666666667	27	0.5	0	0
8	162	108	0.666666666666667	25	0.462962962962963	0	0
9	162	108	0.666666666666667	24	0.444444444444444	0	0
10	162	108	0.666666666666667	20	0.37037037037037	0	0
