	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	44	0.814814814814815	0	0
2	162	108	0.666666666666667	41	0.759259259259259	0	0
3	162	108	0.666666666666667	38	0.703703703703704	0	0
4	162	108	0.666666666666667	44	0.814814814814815	0	0
5	162	108	0.666666666666667	38	0.703703703703704	0	0
6	162	108	0.666666666666667	42	0.777777777777778	0	0
7	162	108	0.666666666666667	43	0.796296296296296	0	0
8	162	108	0.666666666666667	43	0.796296296296296	0	0
9	162	108	0.666666666666667	44	0.814814814814815	0	0
10	162	108	0.666666666666667	42	0.777777777777778	0	0
