	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	1	0.0185185185185185	0	0
2	162	108	0.666666666666667	3	0.0555555555555556	0	0
3	162	108	0.666666666666667	3	0.0555555555555556	0	0
4	162	108	0.666666666666667	2	0.037037037037037	0	0
5	162	108	0.666666666666667	6	0.111111111111111	0	0
6	162	108	0.666666666666667	4	0.0740740740740741	0	0
7	162	108	0.666666666666667	4	0.0740740740740741	0	0
8	162	108	0.666666666666667	3	0.0555555555555556	0	0
9	162	108	0.666666666666667	2	0.037037037037037	0	0
10	162	108	0.666666666666667	3	0.0555555555555556	0	0
