	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	42	0.777777777777778	64	0.592592592592593
2	162	108	0.666666666666667	47	0.87037037037037	66	0.611111111111111
3	162	108	0.666666666666667	36	0.666666666666667	77	0.712962962962963
4	162	108	0.666666666666667	45	0.833333333333333	66	0.611111111111111
5	162	108	0.666666666666667	46	0.851851851851852	66	0.611111111111111
6	162	108	0.666666666666667	40	0.740740740740741	78	0.722222222222222
7	162	108	0.666666666666667	40	0.740740740740741	67	0.62037037037037
8	162	108	0.666666666666667	47	0.87037037037037	66	0.611111111111111
9	162	108	0.666666666666667	45	0.833333333333333	65	0.601851851851852
10	162	108	0.666666666666667	40	0.740740740740741	63	0.583333333333333
