	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	23	0.425925925925926	1	0.00925925925925926
2	162	108	0.666666666666667	22	0.407407407407407	2	0.0185185185185185
3	162	108	0.666666666666667	23	0.425925925925926	4	0.037037037037037
4	162	108	0.666666666666667	14	0.259259259259259	8	0.0740740740740741
5	162	108	0.666666666666667	23	0.425925925925926	7	0.0648148148148148
6	162	108	0.666666666666667	15	0.277777777777778	5	0.0462962962962963
7	162	108	0.666666666666667	20	0.37037037037037	6	0.0555555555555556
8	162	108	0.666666666666667	20	0.37037037037037	2	0.0185185185185185
9	162	108	0.666666666666667	17	0.314814814814815	6	0.0555555555555556
10	162	108	0.666666666666667	20	0.37037037037037	5	0.0462962962962963
