	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	22	0.407407407407407	20	0.185185185185185
2	162	108	0.666666666666667	23	0.425925925925926	14	0.12962962962963
3	162	108	0.666666666666667	16	0.296296296296296	15	0.138888888888889
4	162	108	0.666666666666667	21	0.388888888888889	14	0.12962962962963
5	162	108	0.666666666666667	21	0.388888888888889	16	0.148148148148148
6	162	108	0.666666666666667	25	0.462962962962963	12	0.111111111111111
7	162	108	0.666666666666667	25	0.462962962962963	19	0.175925925925926
8	162	108	0.666666666666667	22	0.407407407407407	15	0.138888888888889
9	162	108	0.666666666666667	14	0.259259259259259	18	0.166666666666667
10	162	108	0.666666666666667	19	0.351851851851852	19	0.175925925925926
