	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	45	0.833333333333333	75	0.694444444444444
2	162	108	0.666666666666667	45	0.833333333333333	72	0.666666666666667
3	162	108	0.666666666666667	42	0.777777777777778	78	0.722222222222222
4	162	108	0.666666666666667	39	0.722222222222222	78	0.722222222222222
5	162	108	0.666666666666667	43	0.796296296296296	76	0.703703703703704
6	162	108	0.666666666666667	42	0.777777777777778	75	0.694444444444444
7	162	108	0.666666666666667	43	0.796296296296296	77	0.712962962962963
8	162	108	0.666666666666667	37	0.685185185185185	74	0.685185185185185
9	162	108	0.666666666666667	41	0.759259259259259	70	0.648148148148148
10	162	108	0.666666666666667	50	0.925925925925926	75	0.694444444444444
