	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	7	0.12962962962963	3	0.0277777777777778
2	162	108	0.666666666666667	10	0.185185185185185	4	0.037037037037037
3	162	108	0.666666666666667	12	0.222222222222222	4	0.037037037037037
4	162	108	0.666666666666667	8	0.148148148148148	6	0.0555555555555556
5	162	108	0.666666666666667	11	0.203703703703704	2	0.0185185185185185
6	162	108	0.666666666666667	9	0.166666666666667	4	0.037037037037037
7	162	108	0.666666666666667	11	0.203703703703704	2	0.0185185185185185
8	162	108	0.666666666666667	11	0.203703703703704	1	0.00925925925925926
9	162	108	0.666666666666667	7	0.12962962962963	3	0.0277777777777778
10	162	108	0.666666666666667	8	0.148148148148148	3	0.0277777777777778
