	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	22	0.407407407407407	39	0.361111111111111
2	162	108	0.666666666666667	27	0.5	30	0.277777777777778
3	162	108	0.666666666666667	21	0.388888888888889	44	0.407407407407407
4	162	108	0.666666666666667	23	0.425925925925926	36	0.333333333333333
5	162	108	0.666666666666667	21	0.388888888888889	34	0.314814814814815
6	162	108	0.666666666666667	21	0.388888888888889	37	0.342592592592593
7	162	108	0.666666666666667	21	0.388888888888889	41	0.37962962962963
8	162	108	0.666666666666667	21	0.388888888888889	39	0.361111111111111
9	162	108	0.666666666666667	23	0.425925925925926	34	0.314814814814815
10	162	108	0.666666666666667	19	0.351851851851852	40	0.37037037037037
