	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	10	0.185185185185185	23	0.212962962962963
2	162	108	0.666666666666667	15	0.277777777777778	17	0.157407407407407
3	162	108	0.666666666666667	17	0.314814814814815	21	0.194444444444444
4	162	108	0.666666666666667	12	0.222222222222222	20	0.185185185185185
5	162	108	0.666666666666667	14	0.259259259259259	18	0.166666666666667
6	162	108	0.666666666666667	17	0.314814814814815	20	0.185185185185185
7	162	108	0.666666666666667	18	0.333333333333333	16	0.148148148148148
8	162	108	0.666666666666667	11	0.203703703703704	21	0.194444444444444
9	162	108	0.666666666666667	15	0.277777777777778	18	0.166666666666667
10	162	108	0.666666666666667	12	0.222222222222222	23	0.212962962962963
