	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	39	0.722222222222222	72	0.666666666666667
2	162	108	0.666666666666667	44	0.814814814814815	69	0.638888888888889
3	162	108	0.666666666666667	39	0.722222222222222	70	0.648148148148148
4	162	108	0.666666666666667	44	0.814814814814815	53	0.490740740740741
5	162	108	0.666666666666667	42	0.777777777777778	72	0.666666666666667
6	162	108	0.666666666666667	46	0.851851851851852	75	0.694444444444444
7	162	108	0.666666666666667	44	0.814814814814815	60	0.555555555555556
8	162	108	0.666666666666667	44	0.814814814814815	69	0.638888888888889
9	162	108	0.666666666666667	41	0.759259259259259	61	0.564814814814815
10	162	108	0.666666666666667	39	0.722222222222222	56	0.518518518518518
