	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	7	0.12962962962963	0	0
2	162	108	0.666666666666667	6	0.111111111111111	1	0.00925925925925926
3	162	108	0.666666666666667	6	0.111111111111111	2	0.0185185185185185
4	162	108	0.666666666666667	10	0.185185185185185	0	0
5	162	108	0.666666666666667	5	0.0925925925925926	4	0.037037037037037
6	162	108	0.666666666666667	8	0.148148148148148	0	0
7	162	108	0.666666666666667	6	0.111111111111111	0	0
8	162	108	0.666666666666667	7	0.12962962962963	0	0
9	162	108	0.666666666666667	2	0.037037037037037	4	0.037037037037037
10	162	108	0.666666666666667	6	0.111111111111111	3	0.0277777777777778
