	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	37	0.685185185185185	60	0.555555555555556
2	162	108	0.666666666666667	41	0.759259259259259	63	0.583333333333333
3	162	108	0.666666666666667	42	0.777777777777778	58	0.537037037037037
4	162	108	0.666666666666667	40	0.740740740740741	57	0.527777777777778
5	162	108	0.666666666666667	43	0.796296296296296	64	0.592592592592593
6	162	108	0.666666666666667	41	0.759259259259259	65	0.601851851851852
7	162	108	0.666666666666667	36	0.666666666666667	55	0.509259259259259
8	162	108	0.666666666666667	48	0.888888888888889	52	0.481481481481481
9	162	108	0.666666666666667	47	0.87037037037037	66	0.611111111111111
10	162	108	0.666666666666667	36	0.666666666666667	57	0.527777777777778
