	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	8	0.148148148148148	15	0.138888888888889
2	162	108	0.666666666666667	16	0.296296296296296	11	0.101851851851852
3	162	108	0.666666666666667	12	0.222222222222222	10	0.0925925925925926
4	162	108	0.666666666666667	9	0.166666666666667	16	0.148148148148148
5	162	108	0.666666666666667	11	0.203703703703704	14	0.12962962962963
6	162	108	0.666666666666667	11	0.203703703703704	16	0.148148148148148
7	162	108	0.666666666666667	10	0.185185185185185	13	0.12037037037037
8	162	108	0.666666666666667	17	0.314814814814815	10	0.0925925925925926
9	162	108	0.666666666666667	9	0.166666666666667	15	0.138888888888889
10	162	108	0.666666666666667	14	0.259259259259259	14	0.12962962962963
