	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	43	0.796296296296296	71	0.657407407407407
2	162	108	0.666666666666667	42	0.777777777777778	76	0.703703703703704
3	162	108	0.666666666666667	43	0.796296296296296	68	0.62962962962963
4	162	108	0.666666666666667	36	0.666666666666667	73	0.675925925925926
5	162	108	0.666666666666667	43	0.796296296296296	74	0.685185185185185
6	162	108	0.666666666666667	42	0.777777777777778	71	0.657407407407407
7	162	108	0.666666666666667	38	0.703703703703704	69	0.638888888888889
8	162	108	0.666666666666667	48	0.888888888888889	75	0.694444444444444
9	162	108	0.666666666666667	40	0.740740740740741	72	0.666666666666667
10	162	108	0.666666666666667	39	0.722222222222222	72	0.666666666666667
