	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	44	0.814814814814815	61	0.564814814814815
2	162	108	0.666666666666667	44	0.814814814814815	58	0.537037037037037
3	162	108	0.666666666666667	42	0.777777777777778	59	0.546296296296296
4	162	108	0.666666666666667	42	0.777777777777778	59	0.546296296296296
5	162	108	0.666666666666667	41	0.759259259259259	59	0.546296296296296
6	162	108	0.666666666666667	37	0.685185185185185	61	0.564814814814815
7	162	108	0.666666666666667	39	0.722222222222222	70	0.648148148148148
8	162	108	0.666666666666667	39	0.722222222222222	62	0.574074074074074
9	162	108	0.666666666666667	42	0.777777777777778	68	0.62962962962963
10	162	108	0.666666666666667	42	0.777777777777778	57	0.527777777777778
