	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	42	0.777777777777778	65	0.601851851851852
2	162	108	0.666666666666667	46	0.851851851851852	61	0.564814814814815
3	162	108	0.666666666666667	45	0.833333333333333	62	0.574074074074074
4	162	108	0.666666666666667	37	0.685185185185185	60	0.555555555555556
5	162	108	0.666666666666667	40	0.740740740740741	52	0.481481481481481
6	162	108	0.666666666666667	48	0.888888888888889	63	0.583333333333333
7	162	108	0.666666666666667	40	0.740740740740741	58	0.537037037037037
8	162	108	0.666666666666667	44	0.814814814814815	52	0.481481481481481
9	162	108	0.666666666666667	42	0.777777777777778	58	0.537037037037037
10	162	108	0.666666666666667	50	0.925925925925926	63	0.583333333333333
