	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	44	0.814814814814815	1	0.00925925925925926
2	162	108	0.666666666666667	45	0.833333333333333	2	0.0185185185185185
3	162	108	0.666666666666667	44	0.814814814814815	0	0
4	162	108	0.666666666666667	47	0.87037037037037	0	0
5	162	108	0.666666666666667	36	0.666666666666667	0	0
6	162	108	0.666666666666667	45	0.833333333333333	0	0
7	162	108	0.666666666666667	48	0.888888888888889	1	0.00925925925925926
8	162	108	0.666666666666667	41	0.759259259259259	1	0.00925925925925926
9	162	108	0.666666666666667	42	0.777777777777778	0	0
10	162	108	0.666666666666667	43	0.796296296296296	0	0
