	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	43	0.796296296296296	46	0.425925925925926
2	162	108	0.666666666666667	43	0.796296296296296	43	0.398148148148148
3	162	108	0.666666666666667	46	0.851851851851852	52	0.481481481481481
4	162	108	0.666666666666667	45	0.833333333333333	44	0.407407407407407
5	162	108	0.666666666666667	39	0.722222222222222	48	0.444444444444444
6	162	108	0.666666666666667	48	0.888888888888889	52	0.481481481481481
7	162	108	0.666666666666667	46	0.851851851851852	55	0.509259259259259
8	162	108	0.666666666666667	40	0.740740740740741	50	0.462962962962963
9	162	108	0.666666666666667	42	0.777777777777778	49	0.453703703703704
10	162	108	0.666666666666667	39	0.722222222222222	51	0.472222222222222
