	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	40	0.740740740740741	75	0.694444444444444
2	162	108	0.666666666666667	46	0.851851851851852	71	0.657407407407407
3	162	108	0.666666666666667	43	0.796296296296296	69	0.638888888888889
4	162	108	0.666666666666667	45	0.833333333333333	70	0.648148148148148
5	162	108	0.666666666666667	41	0.759259259259259	70	0.648148148148148
6	162	108	0.666666666666667	45	0.833333333333333	75	0.694444444444444
7	162	108	0.666666666666667	47	0.87037037037037	73	0.675925925925926
8	162	108	0.666666666666667	39	0.722222222222222	72	0.666666666666667
9	162	108	0.666666666666667	39	0.722222222222222	70	0.648148148148148
10	162	108	0.666666666666667	43	0.796296296296296	73	0.675925925925926
