	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	46	0.851851851851852	5	0.0462962962962963
2	162	108	0.666666666666667	44	0.814814814814815	20	0.185185185185185
3	162	108	0.666666666666667	45	0.833333333333333	11	0.101851851851852
4	162	108	0.666666666666667	44	0.814814814814815	20	0.185185185185185
5	162	108	0.666666666666667	38	0.703703703703704	17	0.157407407407407
6	162	108	0.666666666666667	46	0.851851851851852	7	0.0648148148148148
7	162	108	0.666666666666667	40	0.740740740740741	14	0.12962962962963
8	162	108	0.666666666666667	40	0.740740740740741	9	0.0833333333333333
9	162	108	0.666666666666667	48	0.888888888888889	16	0.148148148148148
10	162	108	0.666666666666667	44	0.814814814814815	18	0.166666666666667
