	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	17	0.314814814814815	29	0.268518518518519
2	162	108	0.666666666666667	19	0.351851851851852	26	0.240740740740741
3	162	108	0.666666666666667	15	0.277777777777778	33	0.305555555555556
4	162	108	0.666666666666667	22	0.407407407407407	28	0.259259259259259
5	162	108	0.666666666666667	18	0.333333333333333	30	0.277777777777778
6	162	108	0.666666666666667	24	0.444444444444444	26	0.240740740740741
7	162	108	0.666666666666667	18	0.333333333333333	25	0.231481481481481
8	162	108	0.666666666666667	13	0.240740740740741	32	0.296296296296296
9	162	108	0.666666666666667	22	0.407407407407407	30	0.277777777777778
10	162	108	0.666666666666667	18	0.333333333333333	25	0.231481481481481
