	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	11	0.203703703703704	4	0.037037037037037
2	162	108	0.666666666666667	14	0.259259259259259	4	0.037037037037037
3	162	108	0.666666666666667	7	0.12962962962963	6	0.0555555555555556
4	162	108	0.666666666666667	6	0.111111111111111	4	0.037037037037037
5	162	108	0.666666666666667	11	0.203703703703704	3	0.0277777777777778
6	162	108	0.666666666666667	8	0.148148148148148	3	0.0277777777777778
7	162	108	0.666666666666667	12	0.222222222222222	6	0.0555555555555556
8	162	108	0.666666666666667	6	0.111111111111111	4	0.037037037037037
9	162	108	0.666666666666667	6	0.111111111111111	3	0.0277777777777778
10	162	108	0.666666666666667	6	0.111111111111111	4	0.037037037037037
