	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	42	0.777777777777778	74	0.685185185185185
2	162	108	0.666666666666667	42	0.777777777777778	75	0.694444444444444
3	162	108	0.666666666666667	45	0.833333333333333	69	0.638888888888889
4	162	108	0.666666666666667	47	0.87037037037037	74	0.685185185185185
5	162	108	0.666666666666667	37	0.685185185185185	74	0.685185185185185
6	162	108	0.666666666666667	40	0.740740740740741	66	0.611111111111111
7	162	108	0.666666666666667	41	0.759259259259259	75	0.694444444444444
8	162	108	0.666666666666667	43	0.796296296296296	76	0.703703703703704
9	162	108	0.666666666666667	42	0.777777777777778	68	0.62962962962963
10	162	108	0.666666666666667	42	0.777777777777778	70	0.648148148148148
