	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	19	0.351851851851852	6	0.0555555555555556
2	162	108	0.666666666666667	19	0.351851851851852	8	0.0740740740740741
3	162	108	0.666666666666667	19	0.351851851851852	13	0.12037037037037
4	162	108	0.666666666666667	18	0.333333333333333	4	0.037037037037037
5	162	108	0.666666666666667	13	0.240740740740741	10	0.0925925925925926
6	162	108	0.666666666666667	15	0.277777777777778	8	0.0740740740740741
7	162	108	0.666666666666667	22	0.407407407407407	5	0.0462962962962963
8	162	108	0.666666666666667	20	0.37037037037037	7	0.0648148148148148
9	162	108	0.666666666666667	21	0.388888888888889	6	0.0555555555555556
10	162	108	0.666666666666667	28	0.518518518518518	8	0.0740740740740741
