	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	44	0.814814814814815	70	0.648148148148148
2	162	108	0.666666666666667	43	0.796296296296296	73	0.675925925925926
3	162	108	0.666666666666667	45	0.833333333333333	73	0.675925925925926
4	162	108	0.666666666666667	41	0.759259259259259	72	0.666666666666667
5	162	108	0.666666666666667	44	0.814814814814815	76	0.703703703703704
6	162	108	0.666666666666667	43	0.796296296296296	73	0.675925925925926
7	162	108	0.666666666666667	39	0.722222222222222	80	0.740740740740741
8	162	108	0.666666666666667	45	0.833333333333333	73	0.675925925925926
9	162	108	0.666666666666667	40	0.740740740740741	74	0.685185185185185
10	162	108	0.666666666666667	43	0.796296296296296	76	0.703703703703704
