	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	6	0.111111111111111	5	0.0462962962962963
2	162	108	0.666666666666667	6	0.111111111111111	3	0.0277777777777778
3	162	108	0.666666666666667	3	0.0555555555555556	6	0.0555555555555556
4	162	108	0.666666666666667	5	0.0925925925925926	2	0.0185185185185185
5	162	108	0.666666666666667	4	0.0740740740740741	2	0.0185185185185185
6	162	108	0.666666666666667	4	0.0740740740740741	3	0.0277777777777778
7	162	108	0.666666666666667	3	0.0555555555555556	4	0.037037037037037
8	162	108	0.666666666666667	6	0.111111111111111	1	0.00925925925925926
9	162	108	0.666666666666667	8	0.148148148148148	1	0.00925925925925926
10	162	108	0.666666666666667	2	0.037037037037037	4	0.037037037037037
